Created date / time : 7 April 2024 / 08:55:46,,,,,,
Card Number XXXX-XXXX-XXXX-1588 (Visa Light),,,,,,
From date 20210401,,,,,,
To date 20220331,,,,,,
Date Processed,Date of Transaction,Unique Id,Tran Type,Reference,Description,Amount
16/08/2021,15/08/2021,,DEBIT,690,CHIPMUNKS NEW LYNN AUCKLAND,1.14
16/08/2021,15/08/2021,,DEBIT,690,POLLEN AUCKLAND,7.95
16/08/2021,14/08/2021,,DEBIT,690,KFC PANMURE - 502 PANMURE,5.93
16/08/2021,15/08/2021,,DEBIT,690,DUST   GLOW LIMITED AUCKLAND,12.56
16/08/2021,14/08/2021,,DEBIT,690,PAYPAL  TEST PREP 4029357733,15.16
17/08/2021,16/08/2021,,DEBIT,690,PARKABLE  57 MARKET RO AUCKLAND,4.48
17/08/2021,17/08/2021,,DEBIT,690,Bhana Brothers Ponsonby,1.33
17/08/2021,15/08/2021,,DEBIT,690,NZ EXHIBITION AND EVENTS AUCKLAND,5.82
18/08/2021,18/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-137.14
18/08/2021,18/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-32.62
18/08/2021,16/08/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,101.4
18/08/2021,17/08/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,2.56
18/08/2021,17/08/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,18.06
18/08/2021,16/08/2021,,DEBIT,690,DEGRAND AUCKLAND,39.01
19/08/2021,18/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-107.12
19/08/2021,19/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1.6
20/08/2021,18/08/2021,,DEBIT,690,VYPE NZ SYDNEY,27.56
21/08/2021,20/08/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,90.78
21/08/2021,20/08/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,47.52
21/08/2021,20/08/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,80.03
23/08/2021,23/08/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,13.73
24/08/2021,23/08/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,297.6
25/08/2021,25/08/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,48.63
27/08/2021,27/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1460.5
27/08/2021,27/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-28.02
28/08/2021,27/08/2021,,DEBIT,690,AKL COUNCIL ONLINE AKL,159.33
28/08/2021,27/08/2021,,DEBIT,690,Convenience fee AC AUK,34.11
30/08/2021,30/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.21
30/08/2021,28/08/2021,,DEBIT,690,VYPE NZ SYDNEY,34.11
1/09/2021,1/09/2021,,DEBIT,690,Neon Auckland,20.58
2/09/2021,2/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-164.44
2/09/2021,31/08/2021,,DEBIT,690,ALIEXPRESS.COM London,17.87
2/09/2021,31/08/2021,,DEBIT,690,ALIEXPRESS.COM London,0.7
2/09/2021,31/08/2021,,DEBIT,690,ALIEXPRESS.COM London,1.08
3/09/2021,3/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-37.82
4/09/2021,2/09/2021,,DEBIT,690,ALIEXPRESS.COM London,6.51
4/09/2021,2/09/2021,,DEBIT,690,ALIEXPRESS.COM London,6.08
6/09/2021,6/09/2021,,DEBIT,690,New World Stonefields Onl Auckland,457.93
6/09/2021,6/09/2021,,DEBIT,690,Akld Transport Web Auckland City,133.7
7/09/2021,6/09/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,55.31
7/09/2021,5/09/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,17.7
7/09/2021,5/09/2021,,DEBIT,690,ALIEXPRESS.COM London,15.12
8/09/2021,8/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-62.48
8/09/2021,7/09/2021,,DEBIT,690,SKINNY AUCKLAND,15.52
8/09/2021,7/09/2021,,DEBIT,690,BUNNINGS ONLINE 2 AUCKLAND,30.05
8/09/2021,5/09/2021,,DEBIT,690,PAYPAL  SERTHOLDING 4029357733,449.72
8/09/2021,6/09/2021,,DEBIT,690,US Mobile 888-8781488 NY 9.07 US DOLLAR at a Conversion Rate  of 0.7125 (NZ$12.73),11.53
8/09/2021,6/09/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.32
10/09/2021,10/09/2021,,DEBIT,690,INTEREST ON CASH ADVANCES,0.34
11/09/2021,10/09/2021,,DEBIT,690,MYRENT AUCKLAND,32.96
12/09/2021,11/09/2021,,DEBIT,690,SP   TSUJIRI NEW ZEALA MT WELLINGTON,18.2
14/09/2021,13/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-135.21
14/09/2021,13/09/2021,,DEBIT,690,SKINNY AUCKLAND,2.87
14/09/2021,13/09/2021,,DEBIT,690,Seed Heritage NZ Pty Ltd Auckland,36.4
15/09/2021,15/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-45.51
15/09/2021,15/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-26.67
15/09/2021,14/09/2021,,CREDIT,690,Seed Heritage NZ Pty Ltd Auckland,-14.09
16/09/2021,15/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-674.32
16/09/2021,15/09/2021,,DEBIT,690,Alex   Corban Home Auckland,383.44
16/09/2021,14/09/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,14.44
19/09/2021,19/09/2021,,DEBIT,690,New World Stonefields Onl Auckland,239.56
19/09/2021,18/09/2021,,DEBIT,690,Chemist Warehouse NZ Onli Auckland,25.67
20/09/2021,18/09/2021,,DEBIT,690,ALIEXPRESS.COM London,24.22
20/09/2021,19/09/2021,,DEBIT,690,ALIEXPRESS.COM London,17.45
21/09/2021,20/09/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,59.38
21/09/2021,20/09/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,36.16
21/09/2021,20/09/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,43.29
23/09/2021,22/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1074.43
24/09/2021,24/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3299.5
24/09/2021,24/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-10.09
24/09/2021,24/09/2021,,DEBIT,690,Trade Tested Ltd Grey Lynn,5635.4
25/09/2021,25/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-156.19
25/09/2021,25/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-104.94
25/09/2021,24/09/2021,,DEBIT,690,MITRE 10 MEGA MT WTG AUK,3.53
25/09/2021,25/09/2021,,DEBIT,690,LITTLE OAK CAFE   BAKERY PAPAKURA,1.51
26/09/2021,25/09/2021,,DEBIT,690,HESARISUPERMARKETPANMURE AUCKLAND,69.53
26/09/2021,24/09/2021,,DEBIT,690,VUSE SYDNEY,141.82
27/09/2021,27/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-60.55
27/09/2021,25/09/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,1.5
28/09/2021,27/09/2021,,DEBIT,690,Netflix New Zealand -,10.82
29/09/2021,29/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-123.72
30/09/2021,30/09/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-21.9
30/09/2021,28/09/2021,,DEBIT,690,MOBIL MT WELLINGTON AUCKLAND,124.12
30/09/2021,29/09/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,33.22
1/10/2021,1/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-77.37
1/10/2021,1/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-9.98
2/10/2021,1/10/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,37.11
2/10/2021,1/10/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,1.15
3/10/2021,3/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-17.03
3/10/2021,3/10/2021,,DEBIT,690,FOUR SQUARE ELLERSLIE AAUCKLAND,3.78
3/10/2021,1/10/2021,,DEBIT,690,KFC PANMURE - 502 PANMURE,13.99
4/10/2021,3/10/2021,,DEBIT,690,PASTRAMI   RYE AUCKLAND,6.4
5/10/2021,4/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-135.83
5/10/2021,4/10/2021,,DEBIT,690,SP   ESR NZ REXCONNECT AUCKLAND AIRP,205.58
5/10/2021,5/10/2021,,DEBIT,690,Trade Tested Ltd Grey Lynn,93.22
6/10/2021,6/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-41.24
6/10/2021,6/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1312.54
6/10/2021,5/10/2021,,DEBIT,690,SKINNY AUCKLAND,0.84
7/10/2021,7/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-8.45
7/10/2021,7/10/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,229.86
7/10/2021,6/10/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,5.67
7/10/2021,5/10/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,5.99
8/10/2021,7/10/2021,,DEBIT,690,TSUJIRI AUCKLAND,6.74
8/10/2021,6/10/2021,,DEBIT,690,US MOBILE  US MOBILE WWW.USMOBILE. NY 9.07 US DOLLAR at a Conversion Rate  of 0.6924 (NZ$13.10),15.07
8/10/2021,6/10/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.41
11/10/2021,10/10/2021,,DEBIT,690,MITRE 10 MEGA MT WTG AUK,87
11/10/2021,10/10/2021,,DEBIT,690,MYRENT AUCKLAND,6.95
11/10/2021,11/10/2021,,DEBIT,690,CW Glen Innes Auckland,2.73
12/10/2021,11/10/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,34.79
12/10/2021,11/10/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,60.56
12/10/2021,11/10/2021,,DEBIT,690,Menulog Auckland,6.96
12/10/2021,11/10/2021,,DEBIT,690,SKINNY AUCKLAND,6.83
13/10/2021,13/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-274.74
14/10/2021,14/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3.45
14/10/2021,14/10/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-32.68
